"State","City","lon","lat"
"AK","St. Michael",-162.0391667,63.4780556
"AR","Fort Smith",-94.3985475,35.3859242
"KS","Junction City",-96.8313978,39.0286093
"OH","Pataskala",-82.6743341,39.9956193
"TX","Ennis",-96.6252679,32.3293111
"NH","Wolfeboro",-71.2094799,43.5852069
"KY","Richmond",-84.2946539,37.7478572
"MI","Farmington Hills",-83.3677168,42.4989936
"FL","Gainesville",-82.3248262,29.6516344
"IL","Morrison",-89.9651186,41.809751
"MT","Hamilton",-114.1548161,46.2471437
"NC","Cullowhee",-83.1765333,35.3137111
"NC","Sylva",-83.2259803,35.3737111
"NC","Sylva ",-83.2259803,35.3737111
"NY","Liverpool",-76.2177046,43.106456
"NY","Rome ",-75.4557303,43.2128473
"OK","Elk City",-99.4042592,35.4119944
"OK","Enid",-97.8783911,36.3955891
"OK","Lawton",-98.3959291,34.6035669
"IL","Hinsdale",-87.9370052,41.8008642
"NY","Camillus",-76.3040965,43.039233
"OK","Shawnee",-96.9253004,35.3272928
"FL","Port Orange",-80.9956105,29.1383165
"MT","Corvallis",-114.1128734,46.3140884
"NY","Brewerton",-76.1407575,43.2381242
"TX","New Braunfels ",-98.1244531,29.7030024
"FL","New Smyrna Beach ",-80.9269984,29.0258191
"NE","Papillion",-96.0422378,41.1544432
"OH","St Marys",-84.3893961,40.5422697
"NC","Asheville",-82.5514869,35.5950581
"WI","New London",-88.7398256,44.3927582
"AK","Shishmaref",-166.0719444,66.2566667
"FL","Gainsville ",-82.3248262,29.6516344
"HI","Kaneohe",-157.7973653,21.3996475
"MI","BLOOMFIELD TWP",-83.2827093,42.5793103
"NC","Bryson City",-83.4473809,35.4309291
"FL","Tallahassee",-84.2807329,30.4382559
"IN","Sullivan ",-87.4058525,39.0953199
"OH","Granville",-82.5196037,40.0681192
"TX","Ferris",-96.6655488,32.5340262
"NY","Yonkers",-73.8987469,40.9312099
"FL","Saint Cloud",-81.2811801,28.2489016
"IA","Council Bluffs",-95.8608333,41.2619444
"IL","Chester",-89.8220505,37.9136628
"IL","Northbrook",-87.8289548,42.1275267
"NC","Taylorsville",-81.1768813,35.9216748
"NC","Franklin",-83.3815429,35.1823171
"OK","Bixby",-95.8833235,35.9420431
"OK","Sapulpa",-96.1141664,35.9987007
"IN","Carlisle",-87.4025572,38.9623034
"KY","Harlan",-83.321848,36.8431441
"NC","Lumberton",-79.0086424,34.6182199
"FL","Saint Augustine",-81.3124341,29.9012437
"NY","Syracuse",-76.1474244,43.0481221
"FL","Winter Park ",-81.3392352,28.5999998
"HI","Hilo",-155.0884869,19.7070942
"NC","Brevard",-82.7342919,35.2334472
"ND","Fargo",-96.7898034,46.8771863
"HI","Kailua",-157.7394444,21.4022222
"OK","Grove ",-94.7691186,36.5936863
"SC","Georgetown",-79.2944964,33.376834
"KY","Radcliff",-85.9491298,37.8403456
"LA","Jackson",-91.2176087,30.8374036
"SC","Florence",-79.7625625,34.1954331
"KY","Bardstown ",-85.4669025,37.8092279
"KY","Magnolia",-85.7435739,37.4439477
"AK","Golovin",-163.0291667,64.5433333
"AZ","Apache Junction ",-111.5495777,33.4150485
"CA","Temecula ",-117.1483648,33.4936391
"IA","Perry",-94.1071797,41.8385964
"KY","Radcliffe",-85.9491298,37.8403456
"MI","Riverview",-83.1793697,42.1742073
"SC","Murrells Inlet",-79.0414261,33.5510021
"GA","Blackshear",-82.2420661,31.3060513
"GA","Waycross",-82.3540178,31.2135511
"LA","Livingston",-90.7478737,30.5021345
"MD","Gaithersburg",-77.2013705,39.1434406
"MD","Kensington",-77.0763669,39.0256651
"MO","Columbia",-92.3340724,38.9517053
"TX","Corpus Christi",-97.396381,27.8005828
"VA","Hampton ",-76.3452218,37.0298687
"GA","Alma ",-82.4623557,31.5393701
"MA","Auburn",-71.8356271,42.1945385
"GA","Nahunta",-81.981226,31.20439
"LA","Springfield",-90.5487012,30.4290818
"MD","Glen Burnie",-76.6246886,39.1626084
"VA","Fairfax",-77.3063733,38.8462236
"IL"," Chicago",-87.6297982,41.8781136
"MA","Shrewsbury",-71.7128471,42.2959267
"TX","Rowlett",-96.56388,32.9029017
"IN","St. John",-87.4700381,41.4500356
"TX","Mesquite",-96.5991593,32.7667955
"IN","Munster",-87.5125412,41.5644798
"IN","Schererville",-87.4547605,41.4789246
"OH","Huber Heights",-84.1246608,39.843947
"AK","Wales",-168.0875,65.6091667
"GA","Sandy Springs",-84.3733147,33.9304352
"IN","Highland",-87.451984,41.5536468
"IN","Valparaiso",-87.0611412,41.4730948
"KY","Sonora",-85.8930192,37.524226
"GA","Calhoun",-84.9510542,34.502587
"IN","Cedar Lake",-87.4411473,41.3647578
"GA","Cartersville",-84.7999382,34.1650972
"IN","Vincennes",-87.5286325,38.677269
"AK","Unalakleet",-160.7880556,63.8730556
"HI","Lanai City",-156.9222222,20.8305556
"TX","CANYON",-101.9188024,34.9803342
"IL","Mahomet",-88.4042234,40.1953106
"NY","Slingerlands",-73.8645685,42.6292455
"NY","Troy",-73.6917851,42.7284117
"NY","Troy ",-73.6917851,42.7284117
"AR","Van Buren",-94.348268,35.436756
"NY","Clifton Park",-73.8183804,42.844668
"DE","Seaford",-75.6110381,38.6412256
"NC","Wilkesboro",-81.1606401,36.1459649
"CO","Aurora",-104.8319195,39.7294319
"DE","Delmar",-75.5771471,38.4565052
"GA","Alma",-82.4623557,31.5393701
"KS","Stafford ",-98.6006375,37.9622371
"DE","Georgetown",-75.3854728,38.6901134
"DE","Laurel",-75.5713141,38.5565041
"MD","Federalsburg",-75.7721551,38.6942809
"IN","Hammond",-87.5000412,41.5833688
"TN","Byrdstown ",-85.1288435,36.5745104
"TX","Joshua",-97.3880731,32.4615291
"TX","Plainview ",-101.7068417,34.1847936
"TN","Sparta",-85.4641421,35.9258985
"GA","Locust Grove",-84.109083,33.3459495
"TX","Hale Center ",-101.8437866,34.0642436
"FL","Ormand Beach",-81.0558894,29.2858129
"MD","Rockville",-77.1527578,39.0839973
"MD","Germantown",-77.2716502,39.1731621
"MD","Olney",-77.066923,39.1531627
"MI","Clarkston ",-83.4192941,42.7351196
"FL","Alachua",-82.4944226,29.7938144
"NC","Raeford",-79.2241997,34.9809995
"WA","Vancouver",-122.6716063,45.6318397
"OK","Pryor",-95.3169136,36.3084275
"MD","Bel Air ",-76.3482931,39.5359406
"TX","PLANO",-96.6988856,33.0198431
"KY","Bowling Green ",-86.4808043,36.9685219
"OR","Canby",-122.6921006,45.2622655
"GA","Dalton",-84.9702228,34.7698021
"KY","Franklin",-86.5772177,36.722263
"OR","Tualatin",-122.7639851,45.3840077
"CO","Lakewood",-105.0813734,39.7047095
"DE","Bridgeville",-75.6043714,38.7426137
"KY","Morgantown ",-86.6835998,37.2256023
"GA","Peachtree City",-84.5963432,33.3968557
"MD","Towson",-76.6019125,39.4014955
"NC","Pembroke",-79.1950373,34.6801626
"OR","Lake Oswego",-122.6706498,45.4206749
"IL","Barrington",-88.1361888,42.1539141
"OR","West Linn",-122.6123141,45.3656761
"GA","Suwanee",-84.0712997,34.0514898
"NC","Jefferson",-81.4734376,36.420403
"GA","Chatsworth",-84.7699385,34.7659145
"GA","Cedartown",-85.2565823,34.0112715
"OR","Portland ",-122.6764816,45.5230622
"IL","Mundelein",-88.0039653,42.263079
"WA","Renton",-122.2170661,47.4828776
"IL","Farmer City",-88.6425668,40.2433676
"IN","Crown Point",-87.3653135,41.4169806
"PA","Noxen ",-76.0585367,41.4214671
"PA","Edwardsville",-75.9163085,41.2695257
"PA","Freeland ",-75.897143,41.0167507
"CA","Banning",-116.8764103,33.9255713
"PA","Shickshinny",-76.1502078,41.1531388
"IN","Portage",-87.1761455,41.5758707
"NC","Arden",-82.5166982,35.4661613
"IL","Chicago ",-87.6297982,41.8781136
"IN","Hobart",-87.2550353,41.5322592
"TN","Sevierville",-83.561835,35.8681455
"GA","Fairmount",-84.6999346,34.4362013
"IL","Paxton ",-88.0953201,40.4603125
"IN","East Chicago",-87.4547635,41.6392024
"OR","St Helens",-122.8158185,45.8590111
"CA","San Jacinto",-116.958635,33.7839084
"SD","White River",-100.7454167,43.5680531
"KS","South Hutchinson",-97.9403303,38.0280671
"AL","Clayton",-85.4496627,31.8782162
"AL","Slocomb",-85.594378,31.1082335
"TN","McMinnville",-85.7801453,35.6865889
"UT","South Jordan",-111.929658,40.5621704
"KS","McPherson",-97.6642087,38.3708415
"TX","College Station",-96.3344068,30.627977
"OR","Portland",-122.6764816,45.5230622
"NJ","Warren",-74.5004796,40.6342489
"IL","Libertyville",-87.9531303,42.2830786
"IL","Gibson City",-88.3758875,40.4653118
"KY","Munfordville",-85.8910819,37.2722751
"GA","COCHRAN",-83.3546098,32.3868278
"TX","Floydada",-101.3376574,33.9845232
"TX","Pleasanton",-98.4786269,28.967194
"IL","Carbondale",-89.2167501,37.7272727
"SC","Charleston",-79.9310512,32.7764749
"AR","Greenwood",-94.2557663,35.2156489
"NJ","Lakewood",-74.2097014,40.082129
"LA","Alexandria",-92.4451371,31.3112936
"MO","Mt Vernon",-93.8185401,37.1036665
"MD","Hurlock",-75.8615316,38.6355387
"TX","Pearland",-95.2860474,29.5635666
"OR","Beaverton",-122.8037102,45.487062
"VA","Orange",-78.1108342,38.2454106
"LA","Slaughter",-91.1414958,30.7174063
"KS","Manhattan",-96.5716694,39.1836082
"LA","Beaux Bridge",-91.8992837,30.2735323
"FL","Miami",-80.1917902,25.7616798
"FL","Wesley Chapel",-82.3641751,28.182893
"NY","Plattsburgh",-73.4529124,44.6994873
"AL","Eufaula",-85.1454876,31.8912717
"MI","Traverse City",-85.6206317,44.7630567
"NJ","Toms River",-74.1979458,39.9537358
"TN","Cooksville",-85.5016423,36.162839
"FL","Boca Raton",-80.1289321,26.3683064
"KY","Glasgow",-85.9119215,36.9958839
"PA","Pittsburgh ",-79.9958864,40.4406248
"CO","Parker",-104.7613633,39.5186002
"GA","Columbus",-84.9877094,32.4609764
"WA","Spokane",-117.4260466,47.6587802
"FL","Deerfield Beach",-80.0997657,26.3184123
"IN","Elkhart",-85.9766671,41.6819935
"PA","Washington",-80.2461714,40.17396
"NJ","Bridgewater",-74.6049061,40.5939636
"UT","Saint George",-113.5684164,37.0965278
"MI","Centreville",-85.5283225,41.9233827
"CA","Tustin",-117.826166,33.7458511
"FL","Davie",-80.2521157,26.0764783
"MI","Royal Oak",-83.1446485,42.4894801
"SC","Prosperity",-81.5331602,34.2093079
"FL","Jensen Beach",-80.2297697,27.2544906
"FL","New Smyrna Beach",-80.9269984,29.0258191
"FL","The Villages",-82.0037608,28.927019
"GA","Atlanta",-84.3879824,33.7489954
"GA","East Point",-84.4393724,33.6795531
"IL","Arlington Hts",-87.9806265,42.0883603
"IL","Forrest",-88.4111647,40.7519792
"IN","Saint John",-87.4700381,41.4500356
"IN","Sullivan",-87.4058525,39.0953199
"MA","Methuen",-71.1908924,42.7262016
"MI","Holland",-86.1089301,42.7875235
"NC","Fuquay Varina",-78.8000128,35.5843235
"NC","Winston Salem",-80.244216,36.0998596
"OH","Ottawa",-84.0471666,41.0192185
"OH","Saint Marys",-84.3893961,40.5422697
"OR","Gresham",-122.4302013,45.5001357
"TN","Byrdstown",-85.1288435,36.5745104
"TX","Benbrook",-97.4605759,32.673188
"TX","Canyon",-101.9188024,34.9803342
"TX","Eastland",-98.8175623,32.4015198
"TX","Plainview",-101.7068417,34.1847936
"TX","Weslaco",-97.9908366,26.1595194
"AR","Ashdown",-94.1313054,33.6742867
"AZ","Prescott Valley",-112.315721,34.6100243
"FL","Winter Park",-81.3392352,28.5999998
"GA","Dublin",-82.903754,32.5404447
"IN","Laporte",-86.7227195,41.611143
"KY","Bardstown",-85.4669025,37.8092279
"KY","Russellville",-86.887219,36.8453199
"LA","Moss Bluff",-93.1907097,30.3027042
"NJ","Howell",-74.2082671,40.1645785
"OH","Mason",-84.309939,39.3600586
"PA","Falls",-75.8469168,41.4601704
"AR","Prairie Grove",-94.3177103,35.9759145
"IL","Paxton",-88.0953201,40.4603125
"MI","Clarkston",-83.4192941,42.7351196
"SD","Bison",-102.4612708,45.5202647
"VA","Hampton",-76.3452218,37.0298687
"FL","Spring Hill",-82.5369872,28.4831682
"FL","Land O Lakes",-82.4575938,28.2188992
"OK","Grove",-94.7691186,36.5936863
"FL","Palm Harbor",-82.7637127,28.0780718
"IL","Grayslake",-88.041746,42.3444664
"LA","Breaux Bridge",-91.8992837,30.2735323
"NC","Morganton",-81.6848188,35.7454071
"SD","Lake Preston",-97.377294,44.3635802
"TX","West Lake Hills",-97.8019515,30.2979843
"IA","Saint Ansgar",-92.9203887,43.3784811
"PA","Monroe Township",-77.067959,40.1609591
"FL","Jupiter",-80.0942087,26.9342246
"NJ","Manahawkin",-74.2587527,39.695397
"FL","St Augustine",-81.3124341,29.9012437
"MN","Blaine",-93.2349489,45.1607987
"TN","Vonore",-84.2418612,35.590078
"MD","Laurel",-76.8483061,39.0992752
"MI","Elk Rapids",-85.4164605,44.8955578
"UT","Provo",-111.6585337,40.2338438
"FL","Naples",-81.7948103,26.1420358
"FL","Palm Beach Gardens",-80.1386547,26.8233946
"FL","Fort Myers",-81.8723084,26.640628
"IL","Waukegan",-87.8447938,42.3636331
"IN","Dyer",-87.5217068,41.4942021
"FL","Panama City Beach",-85.8054879,30.1765914
"FL","West Palm Beach",-80.0533746,26.7153424
"IL","Lake Barrington",-88.167149,42.2122015
"VA","Harrisonburg",-78.8689155,38.4495688
"MD","Bel Air",-76.3482931,39.5359406
"OR","Saint Helens",-122.8158185,45.8590111
"TN","Martin",-88.8503379,36.3433965
"WI","Spring Valley",-92.2387957,44.8452432
"AR","Hot Springs",-93.0551795,34.5037004
"FL","Hudson",-82.6934343,28.3644485
"FL","Vero Beach",-80.3972736,27.6386434
"OK","Chickasha",-97.9364326,35.052565
"FL","Cape Coral",-81.9495331,26.5628537
"FL","Doral",-80.3553302,25.8195424
"FL","Ocala",-82.1400923,29.1871986
"CA","Thermal",-116.1422353,33.6402638
"FL","Port Saint Lucie",-80.3582261,27.2730492
"KY","Clarkson",-86.2213614,37.4953332
"MN","Andover",-93.2913405,45.2332984
"PA","Nuremberg",-76.1716009,40.9395304
"TX","Humble",-95.2621553,29.9988312
"CA","Livingston",-120.7235329,37.3868826
"CA","Los Banos",-120.8499151,37.0582786
"CA","Merced",-120.4829677,37.3021632
"IL","Elk Grove Village",-87.9703461,42.0039178
"MN","Saint Paul",-93.0899578,44.9537029
"PA","Pittsburgh",-79.9958864,40.4406248
"FL","Altamonte Springs",-81.3656242,28.6611089
"FL","Tequesta",-80.1121493,26.9636401
"NJ","Brick",-74.1371832,40.0578384
"OR","Woodburn",-122.8553725,45.143731
"SD","Mc Intosh",-101.3495764,45.92139
"TN","Jackson",-88.8139469,35.6145169
"FL","Punta Gorda",-82.0453664,26.9297836
"MN","Chisago City",-92.8899376,45.3735757
"MN","Columbia Heights",-93.2474098,45.0481968
"FL","Inverness",-82.3313955,28.8354507
"TX","Live Oak",-98.3364025,29.5652286
"MN","Brooklyn Park",-93.3563405,45.0941315
"NV","Henderson",-114.9817213,36.0395247
"NY","Halfmoon",-73.7242486,42.8690107
"NY","Olean",-78.429927,42.083639
"TX","Irving",-96.9488945,32.8140177
"MN","Bloomington",-93.2982799,44.840798
"NY","Massapequa",-73.4742914,40.6806563
"MI","Portage",-85.5800022,42.2011538
"CO","Littleton",-105.0166498,39.613321
"NJ","Lebanon",-74.8359987,40.6417683
"NY","Brooklyn",-73.9441579,40.6781784
"CO","Canon City",-105.2253316,38.4494063
"CO","Evergreen",-105.3172146,39.6333213
"CO","Frisco",-106.0975203,39.5744309
"CO","Pueblo",-104.6091409,38.2544472
"CO","Woodland Park",-105.0569301,38.9938808
"WV","Weirton",-80.5895167,40.4189566
"TX","Sinton",-97.5091611,28.0366818
"MS","Saltillo",-88.6817201,34.3764923
"TX","Hale Center",-101.8437866,34.0642436
"CA","Orange",-117.8531119,33.7877944
"CO","Denver",-104.9622498,39.7616189
"NM","Santa Fe",-105.937799,35.6869752
"AR","Rogers",-94.1185366,36.3320196
"UT","American Fork",-111.7957645,40.3768954
"NJ","Somerset",-74.4884868,40.497604
"VA","Charlottesville",-78.4766781,38.0293059
"CO","Louisville",-105.1319296,39.977763
"CO","Highlands Ranch",-104.9739333,39.5480789
"OH","Farmersville",-84.4291132,39.6795
"CO","Westminster",-105.0372046,39.8366528
"WV","Sutton",-80.7098191,38.6645443
"CO","Silverthorne",-106.0712941,39.6296191
"AK","Anchorage",-149.9002778,61.2180556
"NY","Sauquoit",-75.2600438,43.0041276
"IL","Hoopeston",-87.6683573,40.4672587
"IN","Lafayette",-86.8752869,40.4167022
"AL","Newton",-85.6052133,31.3351716
"AZ","Oro Valley",-110.966488,32.3909071
"IN","Bloomington",-86.5263857,39.165325
"CO","Northglenn",-104.9811468,39.8961821
"FL","Saint Johns",-81.4278984,29.9719419
"MO","Bolivar",-93.4104749,37.6144838
"TN","Louisville",-84.0479643,35.8217479
"IA","Lake Mills",-93.5325269,43.419329
"NJ","Hillsborough",-74.6472522,40.5106322
"TX","Idalou",-101.6829424,33.6664733
"FL","ORLANDO",-81.3792365,28.5383355
"TX","Shallowater",-101.9982275,33.6889728
"FL","Cocoa",-80.7419984,28.3861159
"FL","Land O'Lakes, FL  34637  ",-82.4644445,28.290178
"FL","Titusville",-80.8075537,28.6122187
"FL","ZEPHYRHILLS FLORIDA 33542",-82.1768018,28.2333268
"FL","SARASOTA",-82.5306527,27.3364347
"VA","South Riding",-77.4985673,38.9120704
"FL","Sarasota",-82.5306527,27.3364347
"KY","Lewisburg",-86.9472194,36.9864336
"WI","Bowler",-88.9820527,44.8630295
"CA","Atwater",-120.609084,37.3477174
"CA","Temecula",-117.1483648,33.4936391
"FL","Tarpon Springs",-82.7567679,28.1461248
"KS","Garden City",-100.8726618,37.9716898
"CO","Keystone",-105.9347384,39.5791675
"AK","Koyuk",-161.1569443,64.9319444
"AZ","Green Valley",-110.9937019,31.8542511
"FL","Port Charlotte",-82.0906448,26.9761707
"FL","TAMPA FLORIDA 33603",-82.4590282,27.9816157
"OH","Youngstown",-80.6495194,41.0997803
"FL","Aventura",-80.1392121,25.9564812
"FL","Estero",-81.8067523,26.438136
"FL","Miami Beach",-80.1300455,25.790654
"NJ","Chester",-74.6968284,40.7842667
"FL","Delray Beach",-80.0728201,26.4614625
"CO","Breckenridge",-106.0383518,39.4816537
"FL","Lake Worth",-80.0684479,26.6167555
"FL","Land O'Lakes, FL  34637",-82.4644445,28.290178
"FL","Parrish",-82.4250941,27.5875357
"FL","Winter Haven",-81.7328567,28.0222435
"NC","Linville",-81.8704481,36.0711174
"CO","Durango",-107.8800667,37.27528
"FL","Fernandina Beach",-81.4625919,30.6696818
"OK","Broken Arrow",-95.7974526,36.060949
"OK","McAlester",-95.7697131,34.9334298
"TX","Post",-101.3781941,33.1909283
"FL","Homestead",-80.4775569,25.4687224
"FL","Immokalee",-81.4174057,26.4185248
"FL","LUTZ",-82.4614831,28.1511243
"FL","Pinecrest",-80.3070395,25.6622835
"MA","Brookline",-71.1211635,42.3317642
"WA","Bellevue",-122.2015159,47.6101497
"FL","Bonita Springs",-81.7786972,26.339806
"TX","Aransas Pass",-97.1499898,27.9094677
"WV","Rock Cave",-80.3425838,38.8367674
"CO","Erie",-105.0499817,40.0502623
"FL","Bradenton",-82.5748194,27.4989278
"FL","Coral Springs",-80.2706044,26.271192
"FL","Lake Mary",-81.3178446,28.7588833
"FL","North Port",-82.2359254,27.044224
"FL","Orange City",-81.2986741,28.9488761
"IN","Indianapolis",-86.158068,39.768403
"MO","Sparta",-93.0815678,37.0011646
"FL","Englewood",-82.3525952,26.9620053
"FL","Palm Bay",-80.5886646,28.0344621
"IN","Paoli",-86.468321,38.5561663
"MN","St Louis Park",-93.3702186,44.9597376
"CO","Yuma",-102.7252096,40.1222084
"FL","Indian Harbour Beach",-80.5883855,28.1489021
"FL","Maitland",-81.3631244,28.6277767
"FL","Melbourne",-80.6081089,28.0836269
"FL","Oviedo",-81.2081203,28.669997
"FL","Port Saint John",-80.7886657,28.4769458
"FL","Rockledge",-80.7269854,28.3164498
"FL","Saint Petersburg",-82.6267345,27.7518284
"IN","Bedford",-86.4872149,38.8611619
"IN","Muncie",-85.3863599,40.1933767
"TN","Smyrna",-86.5186045,35.9828412
"CO","Bayfield",-107.5981123,37.2255593
"FL","Cocoa Beach",-80.6075513,28.3200067
"FL","Davenport",-81.6017417,28.1614046
"FL","Pinellas Park",-82.6995443,27.8428025
"FL","SAINT LEO",-82.2584191,28.3372251
"FL","Sanford",-81.269453,28.8028612
"FL","WESLEY CHAPEL",-82.3641751,28.182893
"IN","Avon",-86.3997167,39.7628227
"IN","Hartford City",-85.369972,40.451154
"NC","Waynesville",-82.9887477,35.4887145
"WV","West Milford",-80.4042579,39.2009242
"WV","Buckhannon",-80.2320276,38.9939872
"FL","CLEARWATER",-82.8001026,27.9658533
"IN","Martinsville",-86.4283279,39.4278253
"IN","Fishers",-86.01335,39.9567548
"IN","Monticello",-86.7647343,40.7453169
"WV","Ivydale",-81.0348297,38.5356548
"FL","North Miami",-80.1867138,25.8900949
"IL","Fox River Grove",-88.2145259,42.2008575
"FL","TARPON SPRINGS",-82.7567679,28.1461248
"CO","Monument",-104.872758,39.0916586
"SC","Clemson",-82.8373654,34.6834382
"SC","Pendleton",-82.7837514,34.6517733
"SC","Williamston",-82.4779053,34.6184471
"FL","Lakewood Ranch",-82.4285151,27.4117037
"NC","Spindale",-81.929271,35.3601212
"NY","Salamanca",-78.7150311,42.1578412
"PA","Freeland",-75.897143,41.0167507
"CA","Irvine",-117.7946942,33.6839473
"NJ","Teaneck",-74.0116536,40.8932469
"SC","Seneca",-82.9532036,34.6856555
"TX","Friona",-102.7241047,34.641734
"TX","Garland",-96.6388833,32.912624
"TX","Sunnyvale",-96.5608242,32.7965165
"IL","Gurnee",-87.9020186,42.3702996
"NC","Smithfield",-78.3394455,35.5084935
"NV","Las Vegas",-115.1398296,36.1699412
"NY","Schenectady",-73.9395687,42.8142432
"AZ","Wickenburg",-112.7301882,33.9697664
"CO","Boulder",-105.2705456,40.0149856
"GA","Tifton",-83.5084973,31.4504629
"WV","Clay",-81.0851086,38.4603788
"SC","Anderson",-82.6501332,34.5034394
"SD","Bryant",-97.4673006,44.5905226
"VA","Covington",-79.9939463,37.7934585
"WV","Gary",-81.5501063,37.3637253
"IL","Richton Park",-87.7033787,41.484479
"WV","Clarksburg",-80.3445341,39.2806451
"ND","Crosby",-103.2949095,48.9141998
"WA","Olympia",-122.9006951,47.0378741
"NY","Middletown",-74.4229341,41.4459271
"SD","Howard",-97.526736,44.0108074
"WA","Issaquah",-122.0326191,47.5301011
"WA","Ocean Shores",-124.1562852,46.9736986
"AR","Marshall",-92.6312746,35.9089643
"NJ","Maplewood",-74.271992,40.7299793
"TX","Mathis",-97.8280543,28.0944558
"WA","Aberdeen",-123.8157218,46.9753708
"WA","Battle Ground",-122.5334307,45.7809491
"WA","Elma",-123.4087692,47.0034291
"WA","Lacey",-122.8231915,47.0342629
"MI","Gaylord",-84.6747523,45.0275126
"FL","VERO BEACH",-80.3972736,27.6386434
"WV","Weston",-80.467313,39.0384274
"WA","Monroe",-121.9709579,47.8553772
"WA","Yelm",-122.6059582,46.9420431
"WA","Everett",-122.2020794,47.9789848
"IN","Rushville",-85.4463594,39.6092137
"FL","PANAMA CITY BCH",-85.8054879,30.1765914
"FL","Palm Coast",-81.2078699,29.5844524
"TN","Nashville",-86.7816016,36.1626638
"NY","Catskill",-73.959494,42.2146071
"NY","Copake",-73.5499249,42.1034549
"WV","Lizemore",-81.1751099,38.3339926
"FL","Clermont",-81.7728543,28.5494447
"OH","Hanover",-82.2609801,40.0797892
"WV","Nutter Fort",-80.3198114,39.2634234
"FL","Venice",-82.4542632,27.0997775
"NY","Valatie",-73.6731749,42.4134168
"NY","Hudson",-73.790959,42.2528649
"CA","Anza",-116.6741822,33.5552692
"WA","Concrete",-121.7462513,48.5392813
"WV","Parkersburg",-81.5615135,39.2667418
"CO","Cripple Creek",-105.1783149,38.7466555
"WA","Redmond",-122.121512,47.6739881
"NY","Bridgeport",-75.9693622,43.1553457
"WV","Gassaway",-80.7748218,38.6731544
"CA","Fresno",-119.7725868,36.7468422
